kanji,meanings,kun,on,level
憎,"hate,detest","にく.む,にく.い,にく.らしい,にく.しみ",ゾウ,n2
肯,"agreement,consent,comply with",がえんじ.る,コウ,n2
燥,"parch,dry up",はしゃ.ぐ,ソウ,n2
畜,"livestock,domestic fowl and animals",はしゃ.ぐ,チク,n2
挟,"pinch,between","はさ.む,はさ.まる,わきばさ.む,さしはさ.む","キョウ,ショウ",n2
曇,"cloudy weather,cloud up",くも.る,ドン,n2
滴,"drip,drop","しずく,したた.る",テキ,n2
伺,"pay respects,visit,ask,inquire,question,implore",うかが.う,シ,n2
政,"politics,government","まつりごと,まん","セイ,ショウ",n3
内,"inside,within,between,among,house,home",うち,"ナイ,ダイ",n3
議,"deliberation,consultation,debate,consideration",うち,ギ,n3
対,"vis-a-vis,opposite,even,equal,versus,anti-,compare","あいて,こた.える,そろ.い,つれあ.い,なら.ぶ,むか.う","タイ,ツイ",n3
部,"section,bureau,dept,class,copy,part,portion,counter for copies of a newspaper or magazine",-べ,ブ,n3
連,"take along,lead,join,connect,party,gang,clique","つら.なる,つら.ねる,つ.れる,-づ.れ",レン,n3
米,"rice,USA,metre","こめ,よね","ベイ,マイ,メエトル",n3
合,"fit,suit,join,0.1","あ.う,-あ.う,あ.い,あい-,-あ.い,-あい,あ.わす,あ.わせる,-あ.わせる","ゴウ,ガッ,カッ",n3
市,"market,city,town",いち,シ,n3
相,"inter-,mutual,together,each other,minister of state,councillor,aspect,phase,physiognomy",あい-,"ソウ,ショウ",n3
定,"determine,fix,establish,decide","さだ.める,さだ.まる,さだ.か","テイ,ジョウ",n3
回,"-times,round,game,revolve,counter for occurrences","まわ.る,-まわ.る,-まわ.り,まわ.す,-まわ.す,まわ.し-,-まわ.し,もとお.る,か.える","カイ,エ",n3
民,"people,nation,subjects",たみ,ミン,n3
当,"hit,right,appropriate,himself","あ.たる,あ.たり,あ.てる,あ.て,まさ.に,まさ.にべし",トウ,n3
実,"reality,truth,seed,fruit,nut","み,みの.る,まこと,みの,みち.る","ジツ,シツ",n3
決,"decide,fix,agree upon,appoint","き.める,-ぎ.め,き.まる,さ.く",ケツ,n3
全,"whole,entire,all,complete,fulfill","まった.く,すべ.て",ゼン,n3
選,"elect,select,choose,prefer","えら.ぶ,え.る,よ.る",セン,n3
表,"surface,table,chart,diagram","おもて,-おもて,あらわ.す,あらわ.れる,あら.わす",ヒョウ,n3
調,"tune,tone,meter,key (music),writing style,prepare,exorcise,investigate,harmonize,mediate","しら.べる,しら.べ,ととの.う,ととの.える",チョウ,n3
化,"change,take the form of,influence,enchant,delude,-ization","ば.ける,ば.かす,ふ.ける,け.する","カ,ケ",n3
関,"connection,barrier,gateway,involve,concerning","せき,-ぜき,かか.わる,からくり,かんぬき",カン,n3
首,"neck,counter for songs and poems",くび,シュ,n3
数,"number,strength,fate,law,figures","かず,かぞ.える,しばしば,せ.める,わずらわ.しい","スウ,ス,サク,ソク,シュ",n3
記,"scribe,account,narrative",しる.す,キ,n3
戦,"war,battle,match","いくさ,たたか.う,おのの.く,そよ.ぐ,わなな.く",セン,n3
最,"utmost,most,extreme","もっと.も,つま","サイ,シュ",n3
点,"spot,point,mark,speck,decimal point","つ.ける,つ.く,た.てる,さ.す,とぼ.す,とも.す,ぼち",テン,n3
活,"lively,resuscitation,being helped,living","い.きる,い.かす,い.ける",カツ,n3
石,stone,いし,"セキ,シャク,コク",n3
原,"meadow,original,primitive,field,plain,prairie,tundra,wilderness",はら,ゲン,n3
期,"period,time,date,term",はら,"キ,ゴ",n3
交,"mingle,mixing,association,coming & going","まじ.わる,まじ.える,ま.じる,まじ.る,ま.ざる,ま.ぜる,-か.う,か.わす,かわ.す,こもごも",コウ,n3
取,"take,fetch,take up","と.る,と.り,と.り-,とり,-ど.り",シュ,n3
和,"harmony,Japanese style,peace,soften,Japan","やわ.らぐ,やわ.らげる,なご.む,なご.やか,あ.える","ワ,オ,カ",n3
約,"promise,approximately,shrink","つづ.まる,つづ.める,つづま.やか",ヤク,n3
平,"even,flat,peace","たい.ら,たい.らげる,ひら","ヘイ,ビョウ,ヒョウ",n3
経,"sutra,longitude,pass thru,expire,warp","へ.る,た.つ,たていと,はか.る,のり","ケイ,キョウ,キン",n3
法,"method,law,rule,principle,model,system",のり,"ホウ,ハッ,ホッ,フラン",n3
受,"accept,undergo,answer (phone),take,get,catch,receive","う.ける,-う.け,う.かる",ジュ,n3
組,"association,braid,plait,construct,assemble,unite,cooperate,grapple","く.む,くみ,-ぐみ",ソ,n3
要,"need,main point,essence,pivot,key to","い.る,かなめ",ヨウ,n3
現,"present,existing,actual","あらわ.れる,あらわ.す,うつつ,うつ.つ",ゲン,n3
治,"reign,be at peace,calm down,subdue,quell,govt,cure,heal,rule,conserve","おさ.める,おさ.まる,なお.る,なお.す","ジ,チ",n3
成,"turn into,become,get,grow,elapse,reach","な.る,な.す,-な.す","セイ,ジョウ",n3
指,"finger,point to,indicate,put into,play (chess),measure (ruler)","ゆび,さ.す,-さ.し",シ,n3
直,"straightaway,honesty,frankness,fix,repair","ただ.ちに,なお.す,-なお.す,なお.る,なお.き,す.ぐ","チョク,ジキ,ジカ",n3
機,"loom,mechanism,machine,airplane,opportunity,potency,efficacy,occasion",はた,キ,n3
加,"add,addition,increase,join,include,Canada","くわ.える,くわ.わる",カ,n3
性,"sex,gender,nature",さが,"セイ,ショウ",n3
予,"beforehand,previous,myself,I",あらかじ.め,"ヨ,シャ",n3
制,"system,law,rule",あらかじ.め,セイ,n3
向,"yonder,facing,beyond,confront,defy,tend toward,approach","む.く,む.い,-む.き,む.ける,-む.け,む.かう,む.かい,む.こう,む.こう-,むこ,むか.い",コウ,n3
都,"metropolis,capital,all,everything",みやこ,"ト,ツ",n3
勝,"victory,win,prevail,excel","か.つ,-が.ち,まさ.る,すぐ.れる,かつ",ショウ,n3
務,"task,duties",つと.める,ム,n3
面,"mask,face,features,surface","おも,おもて,つら","メン,ベン",n3
続,"continue,series,sequel","つづ.く,つづ.ける,つぐ.ない","ゾク,ショク,コウ,キョウ",n3
反,anti-,"そ.る,そ.らす,かえ.す,かえ.る,-かえ.る","ハン,ホン,タン,ホ",n3
初,"first time,beginning","はじ.め,はじ.めて,はつ,はつ-,うい-,-そ.める,-ぞ.め",ショ,n3
進,"advance,proceed,progress,promote","すす.む,すす.める",シン,n3
引,"pull,tug,jerk,admit,install,quote,refer to","ひ.く,ひ.ける",イン,n3
次,"next,order,sequence","つ.ぐ,つぎ","ジ,シ",n3
王,"king,rule,magnate","つ.ぐ,つぎ","オウ,-ノウ",n3
共,"together,both,neither,all,and,alike,with","とも,とも.に,-ども",キョウ,n3
番,"turn,number in a series",つが.い,バン,n3
係,"person in charge,connection,duty,concern oneself","かか.る,かかり,-がかり,かか.わる",ケイ,n3
感,"emotion,feeling,sensation","かか.る,かかり,-がかり,かか.わる",カン,n3
得,"gain,get,find,earn,acquire,can,may,able to,profit,advantage,benefit","え.る,う.る",トク,n3
投,"throw,discard,abandon,launch into,join,invest in,hurl,give up,sell at a loss","な.げる,-な.げ",トウ,n3
打,"strike,hit,knock,pound,dozen","う.つ,う.ち-,ぶ.つ","ダ,ダース",n3
両,"both,old Japanese coin,counter for carriages (e.g.in a train),two","てる,ふたつ",リョウ,n3
告,"revelation,tell,inform,announce",つ.げる,コク,n3
式,"style,ceremony,rite,function,method,system,form,expression",つ.げる,シキ,n3
支,"branch,support,sustain,branch radical (no. 65)","ささ.える,つか.える,か.う",シ,n3
参,"nonplussed,three (in documents),going,coming,visiting,visit,be defeated,die,be madly in love,participate,take part in","まい.る,まい-,まじわる,みつ","サン,シン",n3
利,"profit,advantage,benefit",き.く,リ,n3
談,"discuss,talk",き.く,ダン,n3
信,"faith,truth,fidelity,trust",き.く,シン,n3
報,"report,news,reward,retribution",むく.いる,ホウ,n3
形,"shape,form,style","かた,-がた,かたち,なり","ケイ,ギョウ",n3
流,"current,a sink,flow,forfeit","なが.れる,なが.れ,なが.す,-なが.す","リュウ,ル",n3
局,"bureau,board,office,affair,conclusion,court lady,lady-in-waiting,her apartment",つぼね,キョク,n3
側,"side,lean,oppose,regret","かわ,がわ,そば",ソク,n3
放,"set free,release,fire,shoot,emit,banish,liberate","はな.す,-っぱな.し,はな.つ,はな.れる,こ.く,ほう.る",ホウ,n3
求,"request,want,wish for,require,demand",もと.める,"キュウ,グ",n3
解,"unravel,notes,key,explanation,understanding,untie,undo,solve,answer,cancel,absolve,explain,minute","と.く,と.かす,と.ける,ほど.く,ほど.ける,わか.る,さと.る","カイ,ゲ",n3
資,"assets,resources,capital,funds,data,be conducive to,contribute to","と.く,と.かす,と.ける,ほど.く,ほど.ける,わか.る,さと.る",シ,n3
昨,"yesterday,previous","と.く,と.かす,と.ける,ほど.く,ほど.ける,わか.る,さと.る",サク,n3
球,"ball,sphere",たま,キュウ,n3
際,"occasion,side,edge,verge,dangerous,adventurous,indecent,time,when","きわ,-ぎわ",サイ,n3
官,"bureaucrat,the government,organ","きわ,-ぎわ",カン,n3
権,"authority,power,rights","おもり,かり,はか.る","ケン,ゴン",n3
役,"duty,war,campaign,drafted labor,office,service,role","おもり,かり,はか.る","ヤク,エキ",n3
変,"unusual,change,strange","か.わる,か.わり,か.える",ヘン,n3
産,"products,bear,give birth,yield,childbirth,native,property","う.む,う.まれる,うぶ-,む.す",サン,n3
草,"grass,weeds,herbs,pasture,write,draft","くさ,くさ-,-ぐさ",ソウ,n3
由,"wherefore,a reason","よし,よ.る","ユ,ユウ,ユイ",n3
判,"judgement,signature,stamp,seal",わか.る,"ハン,バン",n3
所,"place,extent","ところ,-ところ,どころ,とこ",ショ,n3
済,"settle (debtetc.),relieve (burden),finish,come to an end,excusable,need not","す.む,-ず.み,-ずみ,す.まない,す.ます,-す.ます,すく.う,な.す,わたし,わた.る","サイ,セイ",n3
果,"fruit,reward,carry out,achieve,complete,end,finish,succeed","は.たす,はた.す,-は.たす,は.てる,-は.てる,は.て",カ,n3
消,"extinguish,blow out,turn off,neutralize,cancel","き.える,け.す",ショウ,n3
神,"gods,mind,soul","かみ,かん-,こう-","シン,ジン",n3
在,"exist,outskirts,suburbs,located in",あ.る,ザイ,n3
必,"invariably,certain,inevitable",かなら.ず,ヒツ,n3
件,"affair,case,matter,item",くだん,ケン,n3
科,"department,course,section",くだん,カ,n3
配,"distribute,spouse,exile,rationing",くば.る,ハイ,n3
争,"contend,dispute,argue","あらそ.う,いか.でか",ソウ,n3
任,"responsibility,duty,term,entrust to,appoint","まか.せる,まか.す",ニン,n3
位,"rank,grade,throne,crown,about,some","くらい,ぐらい",イ,n3
育,"bring up,grow up,raise,rear","そだ.つ,そだ.ち,そだ.てる,はぐく.む",イク,n3
置,"placement,put,set,deposit,leave behind,keep,employ,pawn","お.く,-お.き",チ,n3
想,"concept,think,idea,thought",おも.う,"ソウ,ソ",n3
増,"increase,add,augment,gain,promote","ま.す,ま.し,ふ.える,ふ.やす",ゾウ,n3
声,voice,"こえ,こわ-","セイ,ショウ",n3
情,"feelings,emotion,passion,sympathy,circumstances,facts",なさ.け,"ジョウ,セイ",n3
示,"show,indicate,point out,express,display",しめ.す,"ジ,シ",n3
認,"acknowledge,witness,discern,recognize,appreciate,believe","みと.める,したた.める",ニン,n3
助,"help,rescue,assist","たす.ける,たす.かる,す.ける,すけ",ジョ,n3
追,"chase,drive away,follow,pursue,meanwhile",お.う,ツイ,n3
商,"make a deal,selling,dealing in,merchant",あきな.う,ショウ,n3
葉,"leaf,plane,lobe,needle,blade,spear,counter for flat things,fragment,piece",は,ヨウ,n3
園,"park,garden,yard,farm",その,エン,n3
落,"fall,drop,come down,village,hamlet","お.ちる,お.ち,お.とす",ラク,n3
確,"assurance,firm,tight,hard,solid,confirm,clear,evident","たし.か,たし.かめる","カク,コウ",n3
馬,horse,"うま,うま-,ま",バ,n3
費,"expense,cost,spend,consume,waste","つい.やす,つい.える",ヒ,n3
付,"adhere,attach,refer to,append","つ.ける,-つ.ける,-づ.ける,つ.け,つ.け-,-つ.け,-づ.け,-づけ,つ.く,-づ.く,つ.き,-つ.き,-つき,-づ.き,-づき",フ,n3
頭,"head,counter for large animals","あたま,かしら,-がしら,かぶり","トウ,ズ,ト",n3
容,"contain,form,looks",い.れる,ヨウ,n3
負,"defeat,negative,-,minus,bear,owe,assume a responsibility","ま.ける,ま.かす,お.う",フ,n3
演,"performance,act,play,render,stage","ま.ける,ま.かす,お.う",エン,n3
夫,"husband,man","おっと,それ","フ,フウ,ブ",n3
論,"argument,discourse",あげつら.う,ロン,n3
能,"ability,talent,skill,capacity","よ.く,あた.う",ノウ,n3
守,"guard,protect,defend,obey","まも.る,まも.り,もり,-もり,かみ","シュ,ス",n3
美,"beauty,beautiful",うつく.しい,"ビ,ミ",n3
命,"fate,command,decree,destiny,life,appoint",いのち,"メイ,ミョウ",n3
福,"blessing,fortune,luck,wealth",いのち,フク,n3
格,"status,rank,capacity,character,case (lawgrammar)",いのち,"カク,コウ,キャク,ゴウ",n3
過,"overdo,exceed,go beyond,error","す.ぎる,す.ごす,あやま.ち,あやま.つ,よぎ.る,よ.ぎる",カ,n3
船,"ship,boat","ふね,ふな-",セン,n3
害,"harm,injury","ふね,ふな-",ガイ,n3
横,"sideways,side,horizontal,width,woof,unreasonable,perverse",よこ,オウ,n3
深,"deep,heighten,intensify,strengthen","ふか.い,-ぶか.い,ふか.まる,ふか.める,み-",シン,n3
常,"usual,ordinary,normal,common,regular,continually,always,long-lasting","つね,とこ-",ジョウ,n3
申,"have the honor to,sign of the monkey,3-5PM,ninth sign of Chinese zodiac","もう.す,もう.し-,さる",シン,n3
様,"Esq.,way,manner,situation,polite suffix","さま,さん","ヨウ,ショウ",n3
席,"seat,mat,occasion,place",むしろ,セキ,n3
港,harbor,みなと,コウ,n3
状,"status quo,conditions,circumstances,form,appearance",みなと,ジョウ,n3
残,"remainder,leftover,balance","のこ.る,のこ.す,そこな.う,のこ.り","ザン,サン",n3
職,"post,employment,work","のこ.る,のこ.す,そこな.う,のこ.り","ショク,ソク",n3
念,"wish,sense,idea,thought,feeling,desire,attention","のこ.る,のこ.す,そこな.う,のこ.り",ネン,n3
構,"posture,build,pretend","かま.える,かま.う",コウ,n3
光,"ray,light","ひか.る,ひかり",コウ,n3
路,"path,route,road,distance","-じ,みち","ロ,ル",n3
労,"labor,thank for,reward for,toil,trouble","ろう.する,いたわ.る,いた.ずき,ねぎら,つか.れる,ねぎら.う",ロウ,n3
例,"example,custom,usage,precedent",たと.える,レイ,n3
然,"sort of thing,so,if so,in that case,well","しか,しか.り,しか.し,さ","ゼン,ネン",n3
他,"other,another,the others",ほか,タ,n3
太,"plump,thick,big around","ふと.い,ふと.る","タイ,タ",n3
伝,"transmit,go along,walk along,follow,report,communicate,legend,tradition","つた.わる,つた.える,つた.う,つだ.う,-づた.い,つて","デン,テン",n3
客,"guest,visitor,customer,client","つた.わる,つた.える,つた.う,つだ.う,-づた.い,つて","キャク,カク",n3
景,"scenery,view","つた.わる,つた.える,つた.う,つだ.う,-づた.い,つて",ケイ,n3
断,"severance,decline,refuse,apologize,warn,dismiss,prohibit,decision,judgement,cutting","た.つ,ことわ.る,さだ.める",ダン,n3
乗,"ride,power,multiplication,record,counter for vehicles,board,mount,join","の.る,-の.り,の.せる","ジョウ,ショウ",n3
疑,"doubt,distrust,be suspicious,question",うたが.う,ギ,n3
登,"ascend,climb up","のぼ.る,あ.がる","トウ,ト,ドウ,ショウ,チョウ",n3
速,"quick,fast","はや.い,はや-,はや.める,すみ.やか",ソク,n3
規,"standard,measure","はや.い,はや-,はや.める,すみ.やか",キ,n3
術,"art,technique,skill,means,trick,resources,magic",すべ,ジュツ,n3
号,"nickname,number,item,title,pseudonym,name,call","さけ.ぶ,よびな",ゴウ,n3
備,"equip,provision,preparation","そな.える,そな.わる,つぶさ.に",ビ,n3
失,"lose,error,fault,disadvantage,loss","うしな.う,う.せる",シツ,n3
絵,"picture,drawing,painting,sketch","うしな.う,う.せる","カイ,エ",n3
差,"distinction,difference,variation,discrepancy,margin,balance","さ.す,さ.し",サ,n3
末,"end,close,tip,powder,posterity","すえ,うら,うれ","マツ,バツ",n3
種,"species,kind,class,variety,seed","たね,-ぐさ",シュ,n3
苦,"suffering,trial,worry,hardship,feel bitter,scowl","くる.しい,-ぐる.しい,くる.しむ,くる.しめる,にが.い,にが.る",ク,n3
供,"submit,offer,present,serve (meal),accompany","そな.える,とも,-ども","キョウ,ク,クウ,グ",n3
望,"ambition,full moon,hope,desire,aspire to,expect","のぞ.む,もち","ボウ,モウ",n3
具,"tool,utensil,means,possess,ingredients,counter for armorsuitssets of furniture","そな.える,つぶさ.に",グ,n3
観,"outlook,look,appearance,condition,view","み.る,しめ.す",カン,n3
察,"guess,presume,surmise,judge,understand","み.る,しめ.す",サツ,n3
割,"proportion,comparatively,divide,cut,separate,split","わ.る,わり,わ.り,わ.れる,さ.く",カツ,n3
説,"opinion,theory,explanation,rumor",と.く,"セツ,ゼイ",n3
難,"difficult,impossible,trouble,accident,defect","かた.い,-がた.い,むずか.しい,むづか.しい,むつか.しい,-にく.い",ナン,n3
達,"accomplished,reach,arrive,attain",-たち,"タツ,ダ",n3
優,"tenderness,excel,surpass,actor,superiority,gentleness","やさ.しい,すぐ.れる,まさ.る","ユウ,ウ",n3
良,"good,pleasing,skilled","よ.い,-よ.い,い.い,-い.い",リョウ,n3
収,"income,obtain,reap,pay,supply,store","おさ.める,おさ.まる",シュウ,n3
限,"limit,restrict,to best of ability","かぎ.る,かぎ.り,-かぎ.り",ゲン,n3
顔,"face,expression",かお,ガン,n3
候,"climate,season,weather,wait for,expect",そうろう,コウ,n3
晴,clear up,"は.れる,は.れ,は.れ-,-ば.れ,は.らす",セイ,n3
返,"return,answer,fade,repay","かえ.す,-かえ.す,かえ.る,-かえ.る",ヘン,n3
満,"full,fullness,enough,satisfy","み.ちる,み.つ,み.たす","マン,バン",n3
敗,"failure,defeat,reversal",やぶ.れる,ハイ,n3
宿,"inn,lodging,relay station,dwell,lodge,be pregnant,home,dwelling","やど,やど.る,やど.す",シュク,n3
退,"retreat,withdraw,retire,resign,repel,expel,reject","しりぞ.く,しりぞ.ける,ひ.く,の.く,の.ける,ど.く",タイ,n3
宅,"home,house,residence,our house,my husband","しりぞ.く,しりぞ.ける,ひ.く,の.く,の.ける,ど.く",タク,n3
歳,"year-end,age,occasion,opportunity","とし,とせ,よわい","サイ,セイ",n3
積,"volume,product (x*y),acreage,contents,pile up,stack,load,amass","つ.む,-づ.み,つ.もる,つ.もり",セキ,n3
警,"admonish,commandment",いまし.める,ケイ,n3
訪,"call on,visit,look up,offer sympathy","おとず.れる,たず.ねる,と.う",ホウ,n3
雪,snow,ゆき,セツ,n3
飛,"fly,skip (pages),scatter","と.ぶ,と.ばす,-と.ばす",ヒ,n3
殺,"kill,murder,butcher,slice off,split,diminish,reduce,spoil","ころ.す,-ごろ.し,そ.ぐ","サツ,サイ,セツ",n3
単,"simple,one,single,merely",ひとえ,タン,n3
幸,"happiness,blessing,fortune","さいわ.い,さち,しあわ.せ",コウ,n3
非,"un-,mistake,negative,injustice,non-",あら.ず,ヒ,n3
完,"perfect,completion,end",あら.ず,カン,n3
等,"etc.,and so forth,class (first),quality,equal,similar","ひと.しい,など,-ら",トウ,n3
曲,"bend,music,melody,composition,pleasure,injustice,fault,curve,crooked,perverse,lean","ま.がる,ま.げる,くま",キョク,n3
庭,"courtyard,garden,yard",にわ,テイ,n3
給,"salary,wage,gift,allow,grant,bestow on","たま.う,たも.う,-たま.え",キュウ,n3
与,"bestow,participate in,give,award,impart,provide,cause,gift,godsend","あた.える,あずか.る,くみ.する,ともに",ヨ,n3
財,"property,money,wealth,assets",たから,"ザイ,サイ,ゾク",n3
識,"discriminating,know,write","し.る,しる.す",シキ,n3
働,"work,(kokuji)",はたら.く,ドウ,n3
辞,"resign,word,term,expression","や.める,いな.む",ジ,n3
好,"fond,pleasing,like something","この.む,す.く,よ.い,い.い",コウ,n3
鳴,"chirp,cry,bark,sound,ring,echo,honk","な.く,な.る,な.らす",メイ,n3
愛,"love,affection,favourite","いと.しい,かな.しい,め.でる,お.しむ,まな",アイ,n3
程,"extent,degree,law,formula,distance,limits,amount","ほど,-ほど",テイ,n3
未,"un-,not yet,hitherto,still,even now,sign of the ram,1-3PM,eighth sign of Chinese zodiac","いま.だ,ま.だ,ひつじ","ミ,ビ",n3
息,"breath,respiration,son,interest (on money)",いき,ソク,n3
耳,ear,みみ,ジ,n3
遠,"distant,far",とお.い,"エン,オン",n3
冷,"cool,cold (beerperson),chill","つめ.たい,ひ.える,ひ.や,ひ.ややか,ひ.やす,ひ.やかす,さ.める,さ.ます",レイ,n3
類,"sort,kind,variety,class,genus",たぐ.い,ルイ,n3
若,"young,if,perhaps,possibly,low number,immature","わか.い,わか-,も.しくわ,も.し,も.しくは,ごと.し","ジャク,ニャク,ニャ",n3
違,"difference,differ","ちが.う,ちが.い,ちが.える,-ちが.える,たが.う,たが.える",イ,n3
列,"file,row,rank,tier,column","ちが.う,ちが.い,ちが.える,-ちが.える,たが.う,たが.える","レツ,レ",n3
熱,"heat,temperature,fever,mania,passion",あつ.い,ネツ,n3
師,"expert,teacher,master,model,exemplar,army (incl. counter),war",いくさ,シ,n3
遊,play,"あそ.ぶ,あそ.ばす","ユウ,ユ",n3
覚,"memorize,learn,remember,awake,sober up","おぼ.える,さ.ます,さ.める,さと.る",カク,n3
君,"mister,you,ruler,male name suffix","きみ,-ぎみ",クン,n3
易,"easy,ready to,simple,fortune-telling,divination","やさ.しい,やす.い","エキ,イ",n3
段,"grade,steps,stairs","やさ.しい,やす.い","ダン,タン",n3
破,"rend,rip,tear,break,destroy,defeat,frustrate","やぶ.る,やぶ.れる,わ.れる",ハ,n3
呼,"call,call out to,invite",よ.ぶ,コ,n3
責,"blame,condemn,censure",せ.める,セキ,n3
才,"genius,years old,cubic shaku",せ.める,サイ,n3
努,"toil,diligent,as much as possible",つと.める,ド,n3
酒,"sake,alcohol","さけ,さか-",シュ,n3
散,"scatter,disperse,spend,squander","ち.る,ち.らす,-ち.らす,ち.らかす,ち.らかる,ち.らばる,ばら,ばら.ける",サン,n3
悲,"grieve,sad,deplore,regret","かな.しい,かな.しむ",ヒ,n3
静,quiet,"しず-,しず.か,しず.まる,しず.める","セイ,ジョウ",n3
喜,"rejoice,take pleasure in","よろこ.ぶ,よろこ.ばす",キ,n3
値,"price,cost,value","ね,あたい",チ,n3
薬,"medicine,chemical,enamel,gunpowder,benefit",くすり,ヤク,n3
因,"cause,factor,be associated with,depend on,be limited to","よ.る,ちな.む",イン,n3
老,"old man,old age,grow old","お.いる,ふ.ける",ロウ,n3
陽,"sunshine,yang principle,positive,male,heaven,daytime",ひ,ヨウ,n3
富,"wealth,enrich,abundant","と.む,とみ","フ,フウ",n3
徒,"on foot,junior,emptiness,vanity,futility,uselessness,ephemeral thing,gang,set,party,people","いたずら,あだ",ト,n3
処,"dispose,manage,deal with,sentence,condemn,act,behave,place","ところ,-こ,お.る",ショ,n3
歯,"tooth,cog","よわい,は,よわ.い,よわい.する",シ,n3
適,"suitable,occasional,rare,qualified,capable",かな.う,テキ,n3
婦,"lady,woman,wife,bride",よめ,フ,n3
寄,"draw near,stop in,bring near,gather,collect,send,forward","よ.る,-よ.り,よ.せる",キ,n3
否,"negate,no,noes,refuse,decline,deny","いな,いや",ヒ,n3
余,"too much,myself,surplus,other,remainder","あま.る,あま.り,あま.す,あんま.り",ヨ,n3
欠,"lack,gap,fail,yawning radical (no. 76)","か.ける,か.く","ケツ,ケン",n3
妻,"wife,spouse",つま,サイ,n3
存,"exist,suppose,be aware of,believe,feel","ながら.える,あ.る,たも.つ,と.う","ソン,ゾン",n3
座,"squat,seat,cushion,gathering,sit",すわ.る,ザ,n3
険,"precipitous,inaccessible place,impregnable position,steep place,sharp eyes",けわ.しい,ケン,n3
礼,"salute,bow,ceremony,thanks,remuneration",けわ.しい,"レイ,ライ",n3
除,"exclude,division (x/3),remove,abolish,cancel,except","のぞ.く,-よ.け","ジョ,ジ",n3
渡,"transit,ford,ferry,cross,import,deliver,diameter,migrate","わた.る,-わた.る,わた.す",ト,n3
降,"descend,precipitate,fall,surrender","お.りる,お.ろす,ふ.る,ふ.り,くだ.る,くだ.す","コウ,ゴ",n3
願,"petition,request,vow,wish,hope","ねが.う,-ねがい",ガン,n3
昔,"once upon a time,antiquity,old times",むかし,"セキ,シャク",n3
許,"permit,approve","ゆる.す,もと",キョ,n3
危,"dangerous,fear,uneasy","あぶ.ない,あや.うい,あや.ぶむ",キ,n3
笑,laugh,"わら.う,え.む",ショウ,n3
留,"detain,fasten,halt,stop","と.める,と.まる,とど.める,とど.まる,るうぶる","リュウ,ル",n3
罪,"guilt,sin,crime,fault,blame,offense",つみ,ザイ,n3
泳,swim,およ.ぐ,エイ,n3
束,"bundle,sheaf,ream,tie in bundles,govern,manage,control","たば,たば.ねる,つか,つか.ねる",ソク,n3
精,"refined,ghost,fairy,energy,vitality,semen,excellence,purity,skill","しら.げる,くわ.しい","セイ,ショウ",n3
折,"fold,break,fracture,bend,yield,submit","お.る,おり,お.り,-お.り,お.れる","セツ,シャク",n3
絶,"discontinue,sever,cut off,abstain,interrupt,suppress,be beyond,without match,peerless,unparalleled","た.える,た.やす,た.つ",ゼツ,n3
亡,"deceased,the late,dying,perish","な.い,な.き-,ほろ.びる,ほろ.ぶ,ほろ.ぼす","ボウ,モウ",n3
箱,"box,chest,case,bin,railway car",はこ,ソウ,n3
掛,"hang,suspend,depend,arrive at,tax,pour","か.ける,-か.ける,か.け,-か.け,-が.け,か.かる,-か.かる,-が.かる,か.かり,-が.かり,かかり,-がかり","カイ,ケイ",n3
突,"stab,protruding,thrust,pierce,prick,collision,sudden",つ.く,"トツ,カ",n3
背,"stature,height,back,behind,disobey,defy,go back on,rebel","せ,せい,そむ.く,そむ.ける",ハイ,n3
居,"reside,to be,exist,live with","い.る,-い,お.る","キョ,コ",n3
雑,miscellaneous,"まじ.える,まじ.る","ザツ,ゾウ",n3
招,"beckon,invite,summon,engage",まね.く,ショウ,n3
賛,"approve,praise,title or inscription on picture,assist,agree with","たす.ける,たた.える",サン,n3
犯,"crime,sin,offense",おか.す,"ハン,ボン",n3
便,"convenience,facility,excrement,feces,letter,chance",たよ.り,"ベン,ビン",n3
似,"becoming,resemble,counterfeit,imitate,suitable","に.る,ひ.る",ジ,n3
暗,"darkness,disappear,shade,informal,grow dark,be blinded","くら.い,くら.む,くれ.る",アン,n3
迷,"astray,be perplexed,in doubt,lost,err,illusion",まよ.う,メイ,n3
夢,"dream,vision,illusion","ゆめ,ゆめ.みる,くら.い","ム,ボウ",n3
捕,"catch,capture","と.らえる,と.らわれる,と.る,とら.える,とら.われる,つか.まえる,つか.まる",ホ,n3
勤,"diligence,become employed,serve","つと.める,-づと.め,つと.まる,いそ.しむ","キン,ゴン",n3
迎,"welcome,meet,greet",むか.える,ゲイ,n3
困,"quandary,become distressed,annoyed",こま.る,コン,n3
彼,"he,that,the","かれ,かの,か.の",ヒ,n3
刻,"engrave,cut fine,chop,hash,mince,time,carving","きざ.む,きざ.み",コク,n3
舞,"dance,flit,circle,wheel","ま.う,-ま.う,まい",ブ,n3
込,"crowded,mixture,in bulk,included,(kokuji)","-こ.む,こ.む,こ.み,-こ.み,こ.める",ブ,n3
欲,"longing,covetousness,greed,passion,desire,craving","ほっ.する,ほ.しい",ヨク,n3
痛,"pain,hurt,damage,bruise","いた.い,いた.む,いた.ましい,いた.める",ツウ,n3
探,"grope,search,look for","さぐ.る,さが.す",タン,n3
頼,"trust,request","たの.む,たの.もしい,たよ.る",ライ,n3
